Player,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dave Cowens*,1983,PF,34,MIL,40,34,25.4,3.4,7.7,0.444,0,0.1,0,3.4,7.6,0.447,0.444,1.3,1.6,0.825,1.8,5,6.9,2.1,0.8,0.4,1.1,3.4,8.1
Chubby Cox,1983,SG,27,WSB,7,0,11.1,1.9,5.3,0.351,0,0.3,0,1.9,5,0.371,0.351,0.4,0.9,0.5,1,0.4,1.4,0.9,0,0.1,1.3,2.3,4.1
Charlie Criss,1983,PG,34,MIL,66,0,14,2.6,5.7,0.451,0.1,0.5,0.194,2.5,5.2,0.474,0.459,1,1.2,0.895,0.2,1,1.2,1.9,0.4,0,0.7,0.7,6.2
Geoff Crompton,1983,C,27,SAS,14,0,10.6,1,2.4,0.412,0,0,,1,2.4,0.412,0.412,0.2,0.4,0.6,1.3,2.1,3.4,0.5,0.2,0.4,0.4,1.8,2.2
Pat Cummings,1983,C,26,DAL,81,71,28.6,5.3,10.8,0.493,0,0,0,5.3,10.8,0.494,0.493,1.8,2.4,0.755,2.8,5.5,8.2,1.8,0.7,0.4,2,3.7,12.5
Terry Cummings,1983,PF,21,SDC,70,69,36.2,9.8,18.7,0.523,0,0,0,9.8,18.7,0.523,0.523,4.2,5.9,0.709,4.3,6.3,10.6,2.5,1.8,0.9,2.9,4.2,23.7
Earl Cureton,1983,C,25,PHI,73,3,13.5,1.5,3.5,0.419,0,0,,1.5,3.5,0.419,0.419,0.5,0.9,0.493,1.2,2.5,3.7,0.6,0.5,0.3,1,2,3.4
Quintin Dailey,1983,SG,22,CHI,76,32,27.4,6.2,13.3,0.466,0.1,0.3,0.2,6.1,12.9,0.473,0.469,2.7,3.7,0.73,1.1,2.3,3.4,3.7,0.9,0.1,2.7,3.3,15.1
Adrian Dantley*,1983,SF,27,UTA,22,22,40.3,10.6,18.3,0.58,0,0,,10.6,18.3,0.58,0.58,9.5,11.3,0.847,2.6,3.7,6.4,4.8,0.9,0,3.7,2.8,30.7
Brad Davis,1983,PG,27,DAL,79,78,29.4,4.5,7.9,0.572,0.1,0.5,0.256,4.4,7.4,0.595,0.58,2.4,2.8,0.845,0.4,2.1,2.5,7.2,1,0.1,1.8,2.2,11.6
Charles Davis,1983,SF,24,WSB,74,10,15.7,3.4,7.2,0.47,0,0.1,0.2,3.4,7.1,0.475,0.472,0.8,1.2,0.629,1.1,1.8,2.9,1,0.4,0.3,1.2,1.6,7.6
Johnny Davis,1983,SG,27,ATL,53,33,27.6,4.9,10.7,0.455,0.1,0.3,0.278,4.8,10.4,0.461,0.459,3.1,3.9,0.796,0.7,1.7,2.4,5.9,0.8,0.1,2.2,1.9,12.9
Mike Davis,1983,PF,26,NYK,8,0,3.5,0.5,1.3,0.4,0,0,,0.5,1.3,0.4,0.4,0.8,1.3,0.6,0.4,0.9,1.3,0,0,0.5,0,0.5,1.8
Walter Davis,1983,SG,28,PHO,80,79,31.1,8.3,16.1,0.516,0.1,0.3,0.304,8.2,15.8,0.52,0.519,2.3,2.8,0.818,0.8,1.7,2.5,5,1.5,0.2,2.4,2.3,19
Darryl Dawkins,1983,C,26,NJN,81,81,25.8,5,8.3,0.599,0,0,,5,8.3,0.599,0.599,2,3.2,0.646,1.6,3.6,5.2,1.4,0.8,1.9,3.5,4.7,12
Kenny Dennard,1983,PF,24,KCK,22,0,10.2,0.5,1.5,0.324,0,0,,0.5,1.5,0.324,0.324,0.3,0.4,0.667,0.9,1.5,2.4,0.3,0.7,0,0.2,1.2,1.3
Coby Dietrick,1983,C,34,SAS,8,0,4.3,0.1,0.6,0.2,0,0,,0.1,0.6,0.2,0.2,0,0.3,0,0.3,0.8,1,0.8,0.1,0,0.1,0.8,0.3
James Donaldson,1983,C,25,SEA,82,11,21.8,3.5,6,0.583,0,0,,3.5,6,0.583,0.583,1.8,2.7,0.688,1.6,4.5,6.1,1.2,0.2,1.2,1.6,2.1,8.9
John Douglas,1983,SG,26,SDC,3,1,4,0.3,2,0.167,0.3,0.7,0.5,0,1.3,0,0.25,0.7,0.7,1,0,0.3,0.3,0.3,0,0,0,0,1.7
Leon Douglas,1983,C,28,KCK,5,0,9.2,0.4,0.6,0.667,0,0,,0.4,0.6,0.667,0.667,0,0.4,0,0.6,0.8,1.4,0,0,0.6,0.2,2.6,0.8
John Drew,1983,SF,28,UTA,44,33,27.4,7.2,15.3,0.474,0,0.1,0,7.2,15.1,0.477,0.474,6.7,8.9,0.755,2.2,3.1,5.3,2.2,0.8,0.2,3.1,3.5,21.2
Larry Drew,1983,PG,24,KCK,75,74,35.9,8,16.2,0.492,0,0.2,0.125,8,16,0.497,0.493,4.1,5,0.82,0.6,2.2,2.8,8.1,1.7,0.1,3.6,2.8,20.1
Terry Duerod,1983,SG,26,GSW,5,0,9.8,1.8,3.8,0.474,0,0,,1.8,3.8,0.474,0.474,0,0,,0,0.6,0.6,1,0.4,0.2,1.8,1,3.6
Mike Dunleavy,1983,PG,28,SAS,79,9,20.5,2.7,6.5,0.418,0.8,2.5,0.345,1.8,4,0.462,0.483,1.5,1.9,0.779,0.2,1.5,1.7,5.5,0.9,0.1,2,2.7,7.8
T.R. Dunn,1983,SG,27,DEN,82,80,32.2,3.1,6.4,0.482,0,0,0,3.1,6.4,0.483,0.482,1.5,2,0.73,2.8,4.7,7.5,2.3,1.8,0.3,1.4,2.7,7.6
John Duren,1983,PG,24,IND,82,24,17.5,2,4.4,0.453,0,0.2,0,2,4.2,0.47,0.453,0.5,0.7,0.796,0.5,0.8,1.3,2.4,0.8,0.1,1.2,2.5,4.5
Mark Eaton,1983,C,26,UTA,81,32,18.9,1.8,4.4,0.414,0,0,0,1.8,4.3,0.415,0.414,0.7,1.1,0.656,1.1,4.6,5.7,1.4,0.3,3.4,1.7,3.2,4.3
Jerry Eaves,1983,PG,23,UTA,82,7,19.4,3.4,7,0.487,0,0.1,0.125,3.4,6.9,0.492,0.488,2.4,3,0.81,0.4,1.1,1.5,2.6,0.6,0,1.9,1.4,9.3
Keith Edmonson,1983,SG,22,ATL,32,2,9.7,1.5,4.3,0.345,0,0.1,0,1.5,4.3,0.35,0.345,0.5,0.8,0.593,0.6,0.6,1.2,0.7,0.3,0.2,0.6,1.3,3.5
Franklin Edwards,1983,PG,23,PHI,81,3,15.6,2.8,6,0.472,0,0.1,0,2.8,5.9,0.48,0.472,1.1,1.4,0.761,0.3,0.8,1,2.7,1,0.1,1.4,1.5,6.7
James Edwards,1983,C,27,TOT,31,9,21.5,4.1,8.5,0.487,0,0,,4.1,8.5,0.487,0.487,2.2,3.5,0.639,1.8,3.2,5,1.3,0.4,0.6,1.6,3.5,10.5
James Edwards,1983,C,27,CLE,15,8,25.5,4.9,10,0.487,0,0,,4.9,10,0.487,0.487,2.5,4.1,0.623,2.5,3.9,6.4,0.9,0.5,0.9,2,4.1,12.3
James Edwards,1983,C,27,PHO,16,1,17.8,3.4,7.1,0.487,0,0,,3.4,7.1,0.487,0.487,1.9,2.9,0.66,1.2,2.5,3.7,1.7,0.3,0.3,1.2,3.1,8.8
Len Elmore,1983,C,30,NJN,74,0,13.2,1.3,3.3,0.398,0,0,0,1.3,3.3,0.399,0.398,0.7,1.1,0.643,1.1,2.1,3.2,0.5,0.6,0.5,1.1,1.7,3.4
Chris Engler,1983,C,23,GSW,54,1,6.8,0.7,1.7,0.404,0,0,,0.7,1.7,0.404,0.404,0.1,0.3,0.313,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1.8,1.5
Alex English*,1983,SF,29,DEN,82,82,36.4,11.7,22.6,0.516,0,0.1,0.167,11.7,22.5,0.519,0.517,5,6,0.829,3.2,4.1,7.3,4.8,1.4,1.5,3.2,2.9,28.4
Julius Erving*,1983,SF,32,PHI,72,72,33.6,8.4,16.3,0.517,0,0.1,0.286,8.4,16.2,0.518,0.518,4.6,6,0.759,2.4,4.4,6.8,3.7,1.6,1.8,2.7,2.8,21.4
Mike Evans,1983,SG,27,DEN,42,5,16.5,2.7,5.8,0.473,0,0.2,0,2.7,5.6,0.491,0.473,0.8,1,0.805,0.1,1.3,1.4,2.7,0.5,0.1,1.7,2.2,6.3
Bruce Flowers,1983,PF,25,CLE,53,5,13.2,2.1,3.9,0.534,0,0,0,2.1,3.8,0.539,0.534,0.8,1,0.774,1.3,2.1,3.4,0.9,0.4,0.2,0.8,1.9,4.9
Sleepy Floyd,1983,PG,22,TOT,76,17,16.4,3,6.9,0.429,0.1,0.3,0.4,2.8,6.6,0.43,0.438,2,2.4,0.833,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1.8,8.1
Sleepy Floyd,1983,PG,22,NJN,43,6,11.5,2.1,5,0.426,0.1,0.3,0.286,2,4.7,0.436,0.435,0.9,1,0.844,0.4,0.6,1,1.6,0.4,0.2,0.9,1.3,5.3
Sleepy Floyd,1983,PG,22,GSW,33,11,22.8,4.1,9.4,0.431,0.2,0.3,0.545,3.9,9.1,0.427,0.441,3.4,4.1,0.83,1.2,1.7,2.9,2.2,1.2,0.2,2,2.4,11.7
Phil Ford,1983,PG,26,TOT,77,63,20.9,2.8,5.8,0.479,0,0.1,0.111,2.8,5.7,0.486,0.48,1.3,1.6,0.789,0.2,1.1,1.3,3.8,0.7,0,1.7,2.5,6.8
Phil Ford,1983,PG,26,NJN,7,7,23.3,2.9,5,0.571,0,0.1,0,2.9,4.9,0.588,0.571,1,1.4,0.7,0,1,1,5.4,0.9,0,3,3.1,6.7
Phil Ford,1983,PG,26,MIL,70,56,20.7,2.8,5.9,0.471,0,0.1,0.125,2.7,5.7,0.478,0.472,1.3,1.6,0.796,0.3,1.1,1.4,3.6,0.7,0,1.6,2.4,6.8
World B. Free,1983,SG,29,TOT,73,69,36.1,8.9,19.5,0.456,0.2,0.6,0.333,8.7,18.9,0.46,0.461,5.9,8,0.738,1.3,1.5,2.8,4,1.3,0.2,2.9,3.3,23.9
World B. Free,1983,SG,29,GSW,19,18,36.8,8.6,19.2,0.451,0,0.2,0,8.6,19,0.454,0.451,5.6,7.8,0.711,1.2,1.2,2.3,4.7,0.8,0.2,2.6,3.5,22.8
World B. Free,1983,SG,29,CLE,54,51,35.9,9,19.6,0.458,0.3,0.8,0.357,8.7,18.8,0.462,0.465,6,8,0.747,1.3,1.6,2.9,3.7,1.5,0.2,2.9,3.2,24.2
Bill Garnett,1983,C,22,DAL,75,13,18.8,2.3,4.3,0.533,0,0,0,2.3,4.2,0.538,0.533,1.7,2.3,0.741,1.9,3.5,5.4,1.4,0.6,0.9,1.1,3.3,6.3
Calvin Garrett,1983,SF,26,HOU,4,0,8.5,1,2.8,0.364,0,0.3,0,1,2.5,0.4,0.364,0.5,0.5,1,0.8,1,1.8,0.8,0,0,0.8,1,2.5
George Gervin*,1983,SG,30,SAS,78,78,36.3,9.7,19.9,0.487,0.2,0.4,0.364,9.6,19.5,0.49,0.491,6.6,7.8,0.853,1.4,3.2,4.6,3.4,1.1,0.9,3.2,3.1,26.2
Artis Gilmore*,1983,C,33,SAS,82,82,34.1,6.8,10.8,0.626,0,0.1,0,6.8,10.8,0.63,0.626,4.5,6,0.74,3.6,8.4,12,1.5,0.5,2.3,3.1,3.3,18
Mike Glenn,1983,SG,27,ATL,73,4,15.4,3.2,6.1,0.518,0,0,0,3.2,6.1,0.519,0.518,1,1.2,0.831,0.2,1,1.2,1.7,0.4,0.1,0.7,1.8,7.3
Mike Gminski,1983,C,23,NJN,80,1,15.7,2.7,5.3,0.5,0,0,0,2.7,5.3,0.501,0.5,2.2,2.8,0.778,1.9,2.9,4.8,0.8,0.4,1.5,1.6,1.5,7.5
Glen Gondrezick,1983,PF,27,DEN,76,2,14.9,1.8,3.9,0.456,0,0,0,1.8,3.8,0.46,0.456,1.1,1.5,0.719,1.4,2.5,4,1.3,1.1,0.1,0.6,2.1,4.6
Rickey Green,1983,PG,28,UTA,78,78,35.7,5.9,12.1,0.493,0,0.2,0.154,5.9,11.9,0.497,0.494,2.4,3,0.797,0.8,2.1,2.9,8.9,2.8,0.1,2.8,2,14.3
Dave Greenwood,1983,PF,25,CHI,79,61,29.8,3.9,8.7,0.455,0,0.1,0,3.9,8.6,0.457,0.455,2.1,2.9,0.708,2.7,6.9,9.7,1.9,0.7,1.1,1.9,3.3,10
John Greig,1983,SF,21,SEA,9,0,2.9,0.8,1.4,0.538,0,0,,0.8,1.4,0.538,0.538,0.6,0.7,0.833,0.2,0.4,0.7,0,0,0.1,0.2,0.4,2.1
Kevin Grevey,1983,SF,29,WSB,41,11,18.4,2.8,7.2,0.388,0.4,0.9,0.395,2.4,6.2,0.387,0.413,1.3,1.7,0.783,0.4,0.8,1.2,1.2,0.4,0.2,0.7,1.5,7.2
Paul Griffin,1983,PF,29,SAS,53,0,18,1.1,2.2,0.517,0,0,,1.1,2.2,0.517,0.517,1,1.4,0.697,1.5,2.6,4.1,1.6,0.6,0.5,1.3,2.9,3.3
Darrell Griffith,1983,SG,24,UTA,77,76,36.2,9.8,20.2,0.484,0.5,1.7,0.288,9.3,18.5,0.502,0.496,2.2,3.2,0.679,1.3,2.6,3.9,3.5,1.8,0.4,3.3,2.4,22.2
Bob Gross,1983,SF,29,SDC,27,3,13.8,1.3,3,0.427,0,0.1,0.333,1.3,2.9,0.43,0.433,0.4,0.7,0.632,1.2,1.3,2.4,1.3,0.8,0.3,0.9,2.6,3.1
Ernie Grunfeld,1983,SF,27,NYK,77,0,18.5,2.2,4.9,0.443,0,0.1,0,2.2,4.8,0.448,0.443,1.1,1.3,0.827,0.5,1.6,2.1,1.8,0.5,0.1,1.1,2.2,5.4
